"job_name","job_salary","job_area","work_year","education","com_name","com_type","finance_stage","com_size","job_benefits"
"Python 测试开发","10k-18k","北京 海淀区 中关村","3-5年","本科","云智汇","互联网","不需要融资","100-499人"
"Python开发","30k-60k","北京","1-3年","本科","粉笔公考","移动互联网","未融资","500-999人"
"python实习生","2k-4k","北京 海淀区 四季青","应届生","本科","首都在线","互联网","C轮","500-999人"
"Python架构师","30k-59k","北京 朝阳区 潘家园","3-5年","大专","诸葛找房网","移动互联网","B轮","100-499人"
"Python研发工程师","15k-25k","北京 海淀区 万柳","3-5年","本科","国双科技","互联网","已上市","1000-9999人"
"Python","20k-40k","北京 海淀区 万柳","3-5年","本科","饿了么","O2O","D轮及以上","1000-9999人"
"后端python高级工程师","25k-35k","北京 朝阳区 东大桥","3-5年","本科","IMS","广告营销","C轮","500-999人"
"python爬虫工程师","8k-16k","北京 西城区 展览路","3-5年","本科","网智天元","数据服务","已上市","100-499人"
"python后端开发","10k-20k","北京 海淀区 上地","经验不限","本科","硬球科技","互联网","未融资","20-99人"
"python爬虫开发","25k-40k","北京 海淀区 中关村","5-10年","本科","搜狐","移动互联网","已上市","10000人以上"
"Python开发工程师","15k-25k","北京 海淀区 中关村","3-5年","本科","汽车之家","互联网","已上市","1000-9999人"
"python爬虫工程师","4k-5k","北京 海淀区 清华大学","应届生","大专","氢元数据","互联网","天使轮","20-99人"
"python高级工程师","20k-40k","北京 海淀区 万柳","3-5年","本科","链人信息","发布于12月06日","招聘者","20-99人"
"Python开发工程师","20k-40k","北京 海淀区 五道口","3-5年","本科","快手","社交网络","D轮及以上","1000-9999人"
"python","15k-20k","北京 朝阳区 大山子","1年以内","本科","九易广告","广告营销","不需要融资","100-499人"
"python 实习生","3k-4k","北京 昌平区 天通苑","经验不限","本科","阿姨多多","电子商务","未融资","20-99人"
"Python开发工程师","1k-2k","北京 海淀区 马连洼","经验不限","硕士","百度","互联网","已上市","10000人以上"
"Software Developer(Python and Java)","15k-20k","北京 朝阳区 团结湖","5-10年","学历不限","CRMFactory","计算机软件","未融资","100-499人"
"python开发工程师","7k-14k","北京 海淀区 上地","1-3年","本科","航天神舟软件","计算机软件","不需要融资","1000-9999人"
"python后端工程师","10k-20k","北京 丰台区 花乡","1-3年","本科","商高科技","计算机软件","A轮","20-99人"
"Python老师","8k-12k","北京","经验不限","本科","北京乐博乐博","在线教育","已上市","1000-9999人"
"Python技术经理","30k-50k","北京 海淀区 双榆树","5-10年","本科","正信","发布于11月20日","招聘者","20-99人"
"python开发","15k-23k","北京 海淀区 上地","3-5年","本科","知了点点","在线教育","未融资","20-99人"
"python后台工程师","10k-15k","北京 海淀区 上地","1-3年","本科","世通亨奇","计算机软件","不需要融资","20-99人"
"Python后端开发","15k-25k","北京 朝阳区 大山子","3-5年","本科","互影","音乐/视频/阅读","A轮","20-99人"
"高级 Python 工程师","30k-40k","北京 朝阳区 酒仙桥","5-10年","本科","智能优学","互联网","未融资","20-99人"
"Python开发工程师","30k-50k","北京 朝阳区 大山子","3-5年","本科","360","移动互联网","已上市","1000-9999人"
"爬虫工程师（python）","10k-18k","北京 朝阳区 建国门","1-3年","本科","好车伯乐","汽车生产","B轮","100-499人"
"Python开发工程师","10k-15k","北京 海淀区 清河","3-5年","大专","玩蟹科技","游戏","已上市","500-999人"
"python开发工程师","7k-11k","北京 海淀区 西山","经验不限","学历不限","中科院信工所","信息安全","不需要融资","1000-9999人"
"高级Python开发工程师","15k-20k","北京 朝阳区 望京","3-5年","本科","法本信息","互联网","已上市","1000-9999人"
"Python开发工程师","25k-50k","北京 海淀区 中关村","3-5年","本科","Face++","互联网","C轮","1000-9999人"
"python中级工程师","7k-12k","北京 丰台区 花乡","1-3年","本科","中金标准数据","数据服务","B轮","20-99人"
"Python研发工程师","15k-30k","北京 朝阳区 朝阳路","3-5年","本科","LBE TECH","移动互联网","C轮","100-499人"
"高级 Python 工程师","20k-35k","北京 海淀区 北京大学","1年以内","本科","鲸媒体","媒体","A轮","20-99人"
"视频抓取-Python工程师","20k-38k","北京 朝阳区 望京","1-3年","硕士","一点资讯","移动互联网","D轮及以上","500-999人"
"PYTHON开发工程师","15k-30k","北京 海淀区 清河","1-3年","本科","阿博茨科技","互联网","A轮","100-499人"
"资深Python 开发工程师","30k-60k","北京 海淀区 马连洼","5-10年","本科","网易","移动互联网","已上市","10000人以上"
"Python爬虫","5k-6k","北京 海淀区 五道口","应届生","本科","阿凡题","移动互联网","C轮","100-499人"
"Python开发/架构","25k-50k","北京 大兴区","3-5年","本科","京东集团","电子商务","已上市","10000人以上"
"高级后台工程师Python","30k-60k","北京 朝阳区 望京","3-5年","本科","恬橙","互联网","不需要融资","100-499人"
"python开发工程师","15k-30k","北京 朝阳区 太阳宫","经验不限","本科","老虎集团","互联网","C轮","100-499人"
"图像处理工程师（Python）","15k-25k","北京 朝阳区 望京","3-5年","本科","秒针系统","互联网","D轮及以上","500-999人"
"python脚本编写","10k-13k","北京 朝阳区 马甸","1-3年","大专","志鸿英华","计算机软件","不需要融资","100-499人"
"python后端开发","18k-35k","北京 朝阳区 工体","1-3年","硕士","星尘纪元","数据服务","A轮","20-99人"
"python开发工程师","20k-40k","北京 朝阳区 大山子","5-10年","本科","信链","计算机软件","A轮","100-499人"
"资深Python研发工程师","20k-35k","北京 海淀区 牡丹园","3-5年","本科","国双科技","互联网","已上市","1000-9999人"
"Python开发工程师","15k-16k","北京 朝阳区 呼家楼","1-3年","硕士","朗镜科技","数据服务","B轮","100-499人"
"python后端技术经理","18k-35k","北京 朝阳区 东大桥","5-10年","本科","车势科技","互联网","B轮","100-499人"
"Python","25k-40k","北京 西城区 马连道","1年以内","本科","华视网聚","发布于09月13日","招聘者","1000-9999人"
"中高级Python工程师","15k-30k","北京 海淀区 五道口","3-5年","本科","学堂在线","互联网","B轮","100-499人"
"python高级工程师","15k-30k","北京 海淀区 上地","经验不限","学历不限","厦门渊亭","计算机软件","A轮","20-99人"
"Python","15k-30k","北京 海淀区 上地","3-5年","本科","中睿天下","互联网","C轮","100-499人"
"资深Python开发","25k-33k","北京 朝阳区 亮马桥","3-5年","本科","FreeWheel","互联网","已上市","500-999人"
"Python开发工程师","15k-30k","北京 昌平区 回龙观","1-3年","本科","美洽","互联网","B轮","100-499人"
"Python培训讲师","15k-25k","北京 海淀区 清华大学","3-5年","本科","中公教育","互联网","未融资","10000人以上"
"Python后台开发工程师","25k-50k","北京 朝阳区 呼家楼","3-5年","本科","蚂蚁金服","互联网","C轮","10000人以上"
"python开发工程师","18k-28k","北京 朝阳区 三元桥","3-5年","本科","赤子城","互联网","D轮及以上","100-499人"
"Python工程师","6k-12k","北京 海淀区 紫竹桥","1-3年","本科","柏思睿特","发布于09月21日","招聘者","1000-9999人"
"Python工程师","8k-12k","北京 海淀区 紫竹桥","3-5年","本科","星钥科技","数据服务","不需要融资","0-20人"
"python数据工程师","18k-26k","北京 朝阳区 朝阳路","3-5年","本科","掌阅科技","互联网","已上市","500-999人"
"架构师（Python）","30k-40k","北京 朝阳区 红庙","5-10年","本科","胖球","生活服务","A轮","20-99人"
"Python后端开发工程师","15k-30k","北京 海淀区 中关村","3-5年","本科","旷视科技","移动互联网","C轮","1000-9999人"
"Python开发工程师","15k-25k","北京 朝阳区 国贸","3-5年","本科","爱选科技","保险","天使轮","0-20人"
"Python开发工程师","20k-40k","北京 朝阳区 望京","3-5年","本科","一点资讯","移动互联网","D轮及以上","500-999人"
"高级Python研发工程师","30k-50k","北京 朝阳区 望京","3-5年","本科","柯贝互动","数据服务","不需要融资","100-499人"
"Python游戏开发","12k-18k","北京 海淀区 牡丹园","1年以内","本科","战策互动","游戏","不需要融资","20-99人"
"高级Python开发工程师","20k-40k","北京 海淀区 五道口","3-5年","本科","iHandy","移动互联网","不需要融资","100-499人"
"Python高级研发工程师","20k-40k","北京 朝阳区 望京","3-5年","本科","更美app","互联网","D轮及以上","100-499人"
"Python服务端开发工程师","20k-30k","北京 朝阳区 小关","5-10年","本科","玩蟹科技","游戏","已上市","500-999人"
"python量化交易","10k-15k","北京 朝阳区 四惠","1-3年","本科","通证科技","互联网","B轮","20-99人"
"Python研发工程师","25k-50k","北京 海淀区 西二旗","3-5年","本科","茄子快传","互联网","B轮","100-499人"
"Java及Python开发工程师","15k-25k","北京 朝阳区 望京","5-10年","本科","易诚高科","计算机软件","不需要融资","500-999人"
